ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,Quantity,  Sales  ,OutletID,Date,OutletSize,LocationType,OutletType
DRI47,,Low Fat,0,Hard Drinks,146,," 1,456,128.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDW40,14,Regular,0,Frozen Foods,141,," 1,411,812.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDN34,16,Regular,0,Snack Foods,169,," 1,692,132.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDS01,12,Low Fat,0,Canned,178,," 1,783,686.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCG55,16,Low Fat,0,Household,116,," 1,162,176.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDC11,21,Low Fat,0,Starchy Foods,87,," 874,172.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDX35,5,Regular,0,Breads,226,," 2,264,036.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCB06,18,Low Fat,0,Health and Hygiene,160,," 1,603,920.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDR09,,Low Fat,0,Snack Foods,260,," 2,598,962.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDC53,9,Low Fat,0,Frozen Foods,97,," 969,384.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDY45,18,Low Fat,0,Snack Foods,255,," 2,552,356.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDA22,7,Low Fat,0,Starchy Foods,169,," 1,685,158.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDE02,9,Low Fat,0,Canned,95,," 952,778.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDW21,5,Regular,0,Snack Foods,101,," 1,008,358.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDV34,11,Regular,0,Snack Foods,74,," 736,038.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDS59,15,Regular,0,Breads,109,," 1,091,570.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCW17,18,Low Fat,0,Health and Hygiene,128,," 1,278,994.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCK54,12,Low Fat,0,Household,117,," 1,172,150.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDG17,,Regular,0,Frozen Foods,244,," 2,442,486.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDG35,21,Regular,0,Starchy Foods,173,," 1,730,738.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDD08,8,Low Fat,0,Fruits and Vegetables,38,," 378,506.00 ",OUT010,1998.00,,Tier 3,Grocery Store
NCO07,9,Low Fat,0,Others,211,," 2,111,560.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDJ10,5,reg,0,Snack Foods,142,," 1,422,838.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDW36,11,Low Fat,0,Baking Goods,104,," 1,040,622.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDW21,5,Regular,0,Snack Foods,101,," 1,010,358.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDY19,20,Low Fat,0,Fruits and Vegetables,118,," 1,180,466.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
DRE03,20,Low Fat,0,Dairy,47,," 470,718.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCC55,11,Low Fat,0,Household,38,," 381,848.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDH52,9,Regular,0,Frozen Foods,64,," 636,194.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDO09,14,Regular,0,Snack Foods,265,," 2,646,910.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDU43,19,Regular,0,Fruits and Vegetables,239,," 2,394,564.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDX09,9,Low Fat,0,Snack Foods,175,," 1,750,370.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDH40,,Regular,0,Frozen Foods,83,," 831,276.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDW58,21,Low Fat,0,Snack Foods,104,," 1,044,622.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDC47,15,Low Fat,0,Snack Foods,227,," 2,272,694.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCR41,18,LF,0,Health and Hygiene,94,," 944,094.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRG49,8,Low Fat,0,Soft Drinks,245,," 2,447,486.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDC52,,Regular,0,Dairy,152,," 1,522,708.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDY13,12,Low Fat,0,Canned,75,," 745,670.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDY35,18,Regular,0,Breads,44,," 440,402.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDI35,14,Low Fat,0,Starchy Foods,182,," 1,817,634.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCU18,15,Low Fat,0,Household,141,," 1,414,496.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDY33,15,Regular,0,Snack Foods,159,," 1,585,262.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDC15,,Low Fat,0,Dairy,158,," 1,575,288.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDU01,20,Regular,0,Canned,186,," 1,864,924.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCU42,9,Low Fat,0,Household,170,," 1,695,474.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCV29,12,Low Fat,0,Health and Hygiene,178,," 1,776,686.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCY30,20,Low Fat,0,Household,183,," 1,828,976.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDQ46,8,Low Fat,0,Snack Foods,112,," 1,121,544.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDG58,,Regular,0,Snack Foods,154,," 1,537,972.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDK33,18,Low Fat,0,Snack Foods,213,," 2,132,560.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCD07,9,Low Fat,0,Household,116,," 1,156,518.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCX29,,Low Fat,0,Health and Hygiene,144,," 1,444,102.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCT42,6,Low Fat,0,Household,148,," 1,483,392.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRN59,15,Low Fat,0,Hard Drinks,46,," 459,060.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDI44,16,Low Fat,0,Fruits and Vegetables,79,," 790,328.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDA45,21,Low Fat,0,Snack Foods,178,," 1,782,370.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDP31,21,Regular,0,Fruits and Vegetables,66,," 657,168.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDY01,12,Regular,0,Canned,115,," 1,151,834.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDT09,15,Regular,0,Snack Foods,133,," 1,328,284.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRH03,,Low Fat,0,Dairy,95,," 948,120.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDA36,6,Low Fat,0,Baking Goods,187,," 1,866,924.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCF31,9,Low Fat,0,Household,153,," 1,534,024.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDG14,9,Regular,0,Canned,151,," 1,513,024.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDG28,,Regular,0,Frozen Foods,246,," 2,455,144.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDU14,18,Low Fat,0,Dairy,250,," 2,501,750.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDY47,,Regular,0,Breads,131,," 1,311,310.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDI56,7,Low Fat,0,Fruits and Vegetables,90,," 904,146.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
DRD01,12,Regular,0,Soft Drinks,56,," 564,614.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDM22,14,Regular,0,Snack Foods,55,," 548,640.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH33,13,Low Fat,0,Snack Foods,42,," 422,428.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRZ24,8,Low Fat,0,Soft Drinks,118,," 1,184,440.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCQ38,16,Low Fat,0,Others,105,," 1,052,280.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDO16,,Low Fat,0,Frozen Foods,84,," 840,250.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDU07,,Low Fat,0,Fruits and Vegetables,149,," 1,492,366.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCB07,19,Low Fat,0,Household,195,," 1,945,110.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDU48,19,Low Fat,0,Baking Goods,132,," 1,321,284.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCM43,15,Low Fat,0,Others,165,," 1,651,210.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDR31,6,Regular,0,Fruits and Vegetables,144,," 1,444,102.00 ",OUT010,1998.00,,Tier 3,Grocery Store
DRK49,14,Low Fat,0,Soft Drinks,41,," 411,138.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCI30,20,Low Fat,0,Household,245,," 2,447,460.00 ",OUT010,1998.00,,Tier 3,Grocery Store
DRD60,16,Low Fat,0,Soft Drinks,181,," 1,811,634.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCG19,20,Low Fat,0,Household,235,," 2,353,616.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH12,10,LF,0,Baking Goods,105,," 1,050,280.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDM32,21,Low Fat,0,Fruits and Vegetables,92,," 916,830.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDM27,12,Regular,0,Meat,156,," 1,560,946.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCU53,,Low Fat,0,Health and Hygiene,166,," 1,657,842.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCQ18,16,Low Fat,0,Household,99,," 991,700.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDS10,19,Low Fat,0,Snack Foods,179,," 1,791,318.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDB33,,Low Fat,0,Fruits and Vegetables,157,," 1,574,262.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDI12,9,Regular,0,Baking Goods,86,," 858,856.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCW42,18,Low Fat,0,Household,221,," 2,214,456.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCC06,19,Low Fat,0,Household,129,," 1,286,336.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDW02,5,Regular,0,Dairy,126,," 1,258,704.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCD43,9,Low Fat,0,Household,104,," 1,042,964.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDM57,12,Regular,0,Snack Foods,83,," 829,908.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDA58,9,Low Fat,0,Snack Foods,237,," 2,368,932.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDK56,10,Low Fat,0,Fruits and Vegetables,185,," 1,851,898.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDP52,19,Regular,0,Frozen Foods,231,," 2,312,010.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDW20,21,LF,0,Fruits and Vegetables,124,," 1,239,730.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDS52,9,Low Fat,0,Frozen Foods,100,," 1,004,016.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCT29,13,Low Fat,0,Health and Hygiene,120,," 1,198,414.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCL54,13,Low Fat,0,Household,177,," 1,766,054.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDC05,13,Regular,0,Frozen Foods,198,," 1,982,768.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDF34,9,Regular,0,Snack Foods,197,," 1,968,084.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDP03,,Regular,0,Meat,124,," 1,244,388.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDD32,18,Regular,0,Fruits and Vegetables,83,," 832,276.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDZ10,18,Low Fat,0,Snack Foods,128,," 1,275,020.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDZ40,9,Low Fat,0,Frozen Foods,54,," 541,298.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDD51,11,Low Fat,0,Dairy,44,," 437,744.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCY30,,Low Fat,0,Household,180,," 1,795,976.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDP58,11,LF,0,Snack Foods,218,," 2,179,482.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDV49,10,Low Fat,0,Canned,264,," 2,643,226.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDY24,,Regular,0,Baking Goods,52,," 524,298.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCO55,13,Low Fat,0,Others,107,," 1,071,938.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDR13,10,Regular,0,Canned,117,," 1,166,492.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDS51,13,Low Fat,0,Meat,62,," 620,194.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDP26,8,Low Fat,0,Dairy,105,," 1,047,306.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCB54,,Low Fat,0,Health and Hygiene,129,," 1,292,336.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDF32,16,Low Fat,0,Fruits and Vegetables,197,," 1,971,426.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDN31,12,Low Fat,0,Fruits and Vegetables,189,," 1,891,530.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRM48,15,Low Fat,0,Soft Drinks,36,," 360,848.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDN20,19,Low Fat,0,Fruits and Vegetables,169,," 1,690,474.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
DRL01,20,Regular,0,Soft Drinks,233,," 2,331,958.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDV56,16,Regular,0,Fruits and Vegetables,107,," 1,072,596.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
DRH13,,Low Fat,0,Soft Drinks,108,," 1,077,280.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDA03,19,Regular,0,Dairy,146,," 1,456,102.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDF47,,Low Fat,0,Starchy Foods,224,," 2,238,746.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDX32,15,Regular,0,Fruits and Vegetables,146,," 1,464,786.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDX57,17,Regular,0,Snack Foods,97,," 965,068.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCA30,19,LF,0,Household,191,," 1,905,872.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDO49,11,Regular,0,Breakfast,49,," 493,008.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDL04,,Low Fat,0,Frozen Foods,105,," 1,051,622.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
DRM48,15,Low Fat,0,Soft Drinks,37,," 372,848.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDR16,6,Regular,0,Frozen Foods,212,," 2,123,218.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCC19,7,Low Fat,0,Household,193,," 1,926,820.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCE42,21,Low Fat,0,Household,236,," 2,354,958.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDY24,5,Regular,0,Baking Goods,55,," 549,298.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDH19,19,Low Fat,0,Meat,175,," 1,754,738.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDJ46,11,Low Fat,0,Snack Foods,173,," 1,734,054.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDN45,19,Low Fat,0,Snack Foods,225,," 2,246,088.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDY08,9,Regular,0,Fruits and Vegetables,140,," 1,399,838.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDZ37,8,Regular,0,Canned,87,," 866,198.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCT30,9,LF,0,Household,47,," 473,718.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
DRY23,9,Regular,0,Soft Drinks,42,," 419,112.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCZ30,7,Low Fat,0,Household,122,," 1,217,098.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDC44,16,Low Fat,0,Fruits and Vegetables,113,," 1,133,518.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDB45,21,Low Fat,0,Fruits and Vegetables,105,," 1,046,306.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDY04,18,Regular,0,Frozen Foods,163,," 1,632,210.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDM27,12,reg,0,Meat,159,," 1,588,946.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDZ43,11,Regular,0,Fruits and Vegetables,241,," 2,412,512.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDT39,,Regular,0,Meat,151,," 1,507,366.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCC06,,LF,0,Household,127,," 1,267,336.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDL15,,Low Fat,0,Meat,154,," 1,535,682.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDL57,15,Regular,0,Snack Foods,258,," 2,575,304.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDU08,10,Low Fat,0,Fruits and Vegetables,99,," 987,042.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDK40,7,Low Fat,0,Frozen Foods,264,," 2,640,910.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDQ12,13,Low Fat,0,Baking Goods,229,," 2,291,010.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDS48,15,Low Fat,0,Baking Goods,151,," 1,511,708.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDP09,20,Low Fat,0,Snack Foods,212,," 2,120,902.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDW21,5,Regular,0,Snack Foods,99,," 990,358.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDY25,12,Low Fat,0,Canned,181,," 1,810,976.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRE13,6,Low Fat,0,Soft Drinks,86,," 855,198.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDV43,,Low Fat,0,Fruits and Vegetables,43,," 427,086.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDD22,10,Low Fat,0,Snack Foods,112,," 1,117,544.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDM46,,Low Fat,0,Snack Foods,93,," 927,120.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCO30,20,Low Fat,0,Household,185,," 1,849,608.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDM25,11,Regular,0,Breakfast,174,," 1,737,712.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCN41,17,Low Fat,0,Health and Hygiene,123,," 1,228,730.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDU24,7,Regular,0,Baking Goods,93,," 933,120.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDZ50,13,Regular,0,Dairy,184,," 1,837,608.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDP45,16,Regular,0,Snack Foods,251,," 2,514,724.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCM54,18,Low Fat,0,Household,126,," 1,261,678.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDW10,,Low Fat,0,Snack Foods,175,," 1,753,370.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDP20,20,Low Fat,0,Fruits and Vegetables,128,," 1,279,020.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDK32,16,Regular,0,Fruits and Vegetables,151,," 1,510,682.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDN52,9,Regular,0,Frozen Foods,88,," 877,198.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDM58,17,Regular,0,Snack Foods,111,," 1,110,544.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDZ46,,Low Fat,0,Snack Foods,111,," 1,108,228.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCA18,10,Low Fat,0,Household,117,," 1,171,492.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDD35,12,Low Fat,0,Starchy Foods,122,," 1,218,440.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCK31,11,Low Fat,0,Others,49,," 494,666.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDI40,,Regular,0,Frozen Foods,101,," 1,005,358.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDT50,,Regular,0,Dairy,98,," 977,752.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCT06,17,Low Fat,0,Household,165,," 1,647,842.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDT31,20,Low Fat,0,Fruits and Vegetables,188,," 1,878,872.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDT45,16,Low Fat,0,Snack Foods,53,," 530,956.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDT13,15,Low Fat,0,Canned,187,," 1,871,214.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDO50,16,Low Fat,0,Canned,91,," 909,804.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCU18,15,Low Fat,0,Household,141,," 1,408,496.00 ",OUT010,1998.00,,Tier 3,Grocery Store
NCR54,16,Low Fat,0,Household,195,," 1,951,110.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCO18,13,Low Fat,0,Household,178,," 1,782,686.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDU09,8,Regular,0,Snack Foods,56,," 562,956.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDT13,15,Low Fat,0,Canned,188,," 1,875,214.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDE09,9,Low Fat,0,Fruits and Vegetables,112,," 1,122,228.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCK53,,Low Fat,0,Health and Hygiene,101,," 1,011,042.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDG45,8,Low Fat,0,Fruits and Vegetables,213,," 2,132,902.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
DRH15,9,Low Fat,0,Dairy,45,," 450,428.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDO21,,Regular,0,Snack Foods,224,," 2,240,404.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDD14,,LF,0,Canned,184,," 1,842,266.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDC09,16,Regular,0,Fruits and Vegetables,103,," 1,027,332.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH45,,Regular,0,Fruits and Vegetables,43,," 432,796.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDV32,8,Low Fat,0,Fruits and Vegetables,65,," 650,510.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDG12,7,Regular,0,Baking Goods,119,," 1,191,098.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDS32,18,Regular,0,Fruits and Vegetables,140,," 1,401,838.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCL55,12,Low Fat,0,Others,251,," 2,512,040.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRE01,10,Low Fat,0,Soft Drinks,244,," 2,435,512.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRE15,13,Low Fat,0,Dairy,77,," 770,012.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCL42,19,Low Fat,0,Household,247,," 2,470,144.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDP31,21,Regular,0,Fruits and Vegetables,64,," 640,168.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDN33,6,Regular,0,Snack Foods,94,," 935,436.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDZ59,7,Regular,0,Baking Goods,165,," 1,648,500.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDE45,12,Low Fat,0,Fruits and Vegetables,178,," 1,783,002.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDJ07,7,Low Fat,0,Meat,118,," 1,184,150.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDQ45,10,Regular,0,Snack Foods,184,," 1,844,608.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDM33,,Low Fat,0,Snack Foods,219,," 2,191,798.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDO15,17,Regular,0,Meat,76,," 757,038.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDM46,7,Low Fat,0,Snack Foods,93,," 925,120.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDR03,16,Regular,0,Meat,206,," 2,056,980.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDY49,17,Regular,0,Canned,166,," 1,664,184.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDQ60,6,Regular,0,Baking Goods,119,," 1,188,098.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDW10,21,Low Fat,0,Snack Foods,176,," 1,761,370.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDO51,7,Regular,0,Meat,45,," 446,112.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDJ40,14,Regular,0,Frozen Foods,109,," 1,087,912.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDS20,9,Low Fat,0,Fruits and Vegetables,182,," 1,822,292.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDU45,16,Regular,0,Snack Foods,112,," 1,124,518.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
